show_id,type,title,country,release_year,rating,listed_in,description,country_1,country_2,country_3,country_4,country_5,country_count,listed_in_1,listed_in_2,listed_in_3,listed_in_4,typeyears
s2463,TV Show,Fleabag,United Kingdom,2019,18+,Comedy,"Joyful, bleak, poignant and sucker-punch funny, the original cast is joined by a car-crash of new characters as we delve further into the world of Fleabag.",United Kingdom,,,,,1,Comedy,,,,TV Show2019
s2511,Movie,Falcon Rising,United States,2014,R,Action,"The first installment in an action franchise, entitled CODENAME: FALCON, will center around former Marine John ""Falcon"" Chapman, a dark anti-hero driven by guilt and suffering from post-traumatic stress disorder, who will destroy himself unless given something else to destroy - a useful weapon-of-last-resort for the U.S. State Department.",United States,,,,,1,Action,,,,Movie2014
s2512,Movie,Falaknuma Das,India,2019,18+,"Action, Drama, International","A group of youngsters led by Das establish themselves as the top gang in Falaknuma. However, their attempts to monopolise the meat business in the area leads to some unexpected consequences and drives them down a path of violence.",India,,,,,1,Action,Drama,International,,Movie2019
s2523,Movie,F2 - Fun and Frustration,India,2019,13+,"Comedy, International","After Venky, Varun also gets married thinking he can keep the wife in control but both of them gets frustrated with the marital life which generates fun.",India,,,,,1,Comedy,International,,,Movie2019
s2535,Movie,Everybody's Game,United Kingdom,2020,16+,Documentary,"Coming from the most unlikely of rugby playing backgrounds these athletes share their experience rising through the ranks in rugby and how this sport that many of their peers have never heard of, has now become their livelihood.",United Kingdom,,,,,1,Documentary,,,,Movie2020
s2539,Movie,ETs Among Us: UFO Witnesses and Whistleblowers,United States,2016,13+,Special Interest,"This documentary exposes political motivations for the government's coverup of UFO phenomena: underground bases, reverse engineering of crashed UFOs, NASA's shocking evidence of intelligent alien life, and a history of an ongoing alien presence on Earth.",United States,,,,,1,Special Interest,,,,Movie2016
s2540,Movie,"ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond",United States,2018,7+,Special Interest,"This sequel to the award-winning ""ETs Among Us"" covers uncharted territory: history of Antarctica and ongoing UFO connections, secret history of Mars and parallels with Moon and Antarctica, underwater ET bases, and our extraterrestrial origins. Award-winning researcher Linda Moulton Howe exposes shocking revelations of a secret Navy whistleblower.",United States,,,,,1,Special Interest,,,,Movie2018
s2554,Movie,Enai Noki Paayum Thota,India,2019,16+,"Action, Suspense",A college student gets dragged into chaos when he falls in love with a girl. What starts as a whirlwind romance pulls the protagonist into controversies that changes the course of his life.,India,,,,,1,Action,Suspense,,,Movie2019
s2568,TV Show,El Presidente,"Chile, Argentina, United States",2020,16+,"Action, Drama, International","Sergio Jadue, a lowly director of a small-town soccer club in Chile, unexpectedly finds himself at the head of the Chilean soccer association. Drunk with power, he becomes the protégé of soccer godfather Julio Grondona, as well as the FBI’s key to undoing the largest corruption scheme in the world of soccer.",Chile,Argentina,United States,,,3,Action,Drama,International,,TV Show2020
s2570,TV Show,El Candidato,Mexico,2020,TV-MA,"Action, Drama","In ""El Candidato,"" rookie CIA field operative Isabel Alfaro works alongside infamous CIA legend Wayne Addison to bring down Rafael Bautista, Mexico's most vicious and brilliant narco. Her mission brings her into conflict with Eduardo Yzaguirre, her former boyfriend and the current Mayor of Mexico City, the cleanest and most inspirational politician in the country.",Mexico,,,,,1,Action,Drama,,,TV Show2020
s2586,TV Show,Eat. Race. Win.,United States,2018,13+,"Documentary, Special Interest, Sports","EAT. RACE. WIN. is a behind-the-scenes adventure into the biggest annual sporting event on the planet: The Tour de France. The Queen of Performance Cooking, Chef Hannah Grant, takes you on her race within the race as she sources performance food for Australia’s pro cycling team, Orica-Scott. Hannah shows us exactly what it takes to perform at the edge of human endurance for 21 race days.",United States,,,,,1,Documentary,Special Interest,Sports,,TV Show2018
s2599,Movie,DSP DEV,India,2019,13+,"Action, Drama, Suspense",DSP Dev is a corrupt officer who enjoys all the perks of being an immoral and unethical police officer. His world is shaken when he discovers the mystery behind his father's death and the culprits behind it. The film also revolves around the drug mafia prevalent in the state of Punjab and how politics is entangled in the whole business.,India,,,,,1,Action,Drama,Suspense,,Movie2019
s2604,Movie,Drishyam 2,India,2021,13+,Drama,A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?,India,,,,,1,Drama,,,,Movie2021
s2640,Movie,DocoBanksy,"United Kingdom, United States",2014,18+,Documentary,"From the UK streets, DocoBanksy finds the truths and explores the impact that Bansky, the world's most famous graffiti artist, has had on the art world, on the expression of protest and satire, and on the perception of what you can do with a spray can and a stencil. Plus, take a look inside the highly active art collector's world and the shocking influence of celebrity.",United Kingdom,United States,,,,2,Documentary,,,,Movie2014
s2659,TV Show,Dino Dana,"Canada, United States",2020,ALL,Kids,Dana is a 9-year old girl who loves dinosaurs and spends all of her time learning about them. After receiving a book she discovers she can see Dinosaurs in real life.,Canada,United States,,,,2,Kids,,,,TV Show2020
s2674,Movie,Dhoom,India,2004,13+,"Action, International","""The tale begins in Mumbai where a gang of robbers is sweeping through the city. Officer Jai Dixit (Abhishek Bachchan) is brought in on the case and he is on the trail of the robbers - a gang headed by Kabir (John Abraham). Jai ropes in the services of Ali (Uday Chopra), a happy garage mechanic and a prodigious biker. With fast bikes, big action, DHOOM reinvents the classic cops and robbers tale.",India,,,,,1,Action,International,,,Movie2004
s2675,Movie,Dhadak,India,2018,13+,"Drama, International","Set in Rajasthan, this love story explores how the protagonists deal with issues like differences between castes and honor killings.",India,,,,,1,Drama,International,,,Movie2018
s2691,Movie,Death of a Child,"Denmark, Sweden, United States",2017,13+,Documentary,"Having a child die is the worst thing imaginable - but what if you are responsible? With a sympathetic and unobtrusive approach, this poignant doc explores the stories of parents who have undergone this trauma. Grappling with their own guilt, lengthy legal battles and the wrath of the public eye, these parents open up about their unthinkable tragedy.",Denmark,Sweden,United States,,,3,Documentary,,,,Movie2017
s2694,Movie,Dear Comrade,India,2019,13+,"Action, Drama, Romance","Dear Comrade is an intense love story between Bobby (Vijay Deverakonda), a student union leader and Lily (Rashmika Mandanna) a state-level cricketer. Bobby has anger management issues, which he needs to overcome and fight for his love.",India,,,,,1,Action,Drama,Romance,,Movie2019
s2706,TV Show,De la vida al plato,Spain,2020,TV-G,"Documentary, Special Interest","We are going to delve into the haute cuisine, together with the actor Juan Echanove. From Amazon Prime Video, we have booked in 8 different restaurants with an unquestionable high standing. In each episode, we’ll get to know their history and their style and ways of making their particular cuisine",Spain,,,,,1,Documentary,Special Interest,,,TV Show2020
s2710,Movie,Dawn Rider,Canada,2012,18+,"Action, Drama, Western","When the father of gunslinger John Mason is shot to death by masked bandits, Mason sets out with guns blazing to track down those who killed him. During his quest, he finds himself involved in a grim love triangle when he falls for Alice. Based on the timeless John Wayne adventure, Dawn Rider is a riveting saga of retribution, duty and valor in the American West.",Canada,,,,,1,Action,Drama,Western,,Movie2012
s2729,TV Show,Danger & Eggs,United States,2017,7+,"Comedy, Kids","Danger & Eggs follows the endless adventures of a fearless, teal-haired girl named D.D. Danger (voiced by SNL's Aidy Bryant) and her ever cautious best friend, a giant talking egg named Phillip. Together, join this buddy system as they explore an underground laboratory, meet a tech-savvy raccoon, and find moments of heart in the smallest bite of broccoli.",United States,,,,,1,Comedy,Kids,,,TV Show2017
s2758,TV Show,Crisis in Six Scenes,United States,2016,13+,"Comedy, Historical",This is a comedy that takes place in the 1960's during turbulent times in the United States and a middle class suburban family is visited by a guest who turns their household completely upside down.,United States,,,,,1,Comedy,Historical,,,TV Show2016
s2759,Movie,Crips and Bloods: Made in America,United States,2008,16+,Documentary,"With a first-person look at the notorious Crips and Bloods, this film examines the conditions that have lead to decades of devastating gang violence among young African Americans growing up in South Los Angeles.",United States,,,,,1,Documentary,,,,Movie2008
s2789,Movie,Coolie No. 1,India,2020,13+,"Comedy, Drama","After being insulted by a rich businessman named Rosario, pandit Jai Kishen teaches him a lesson by getting his daughter married to Raju - a Coolie posing as a millionaire. Soon Raju’s real indentity is exposed but he cooks up a story of having a filthy rich twin. One lie leads to another and things start to go out of hand.",India,,,,,1,Comedy,Drama,,,Movie2020
